group_name,state,district_id,district_name,nces_id,exists_in_index,is_orphaned,has_nces,opp_count,opp_revenue,school_count,session_count,session_revenue,course_count,total_revenue,notes
PAWLING SCHOOL DISTRICT,NY,17592297177234,Pawling School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
OCONEE COUNTY SCHOOL DISTRICT,SC,17592296950316,Oconee County School District,,True,False,False,0,0,18,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MADISON PARISH SCHOOL BOARD,LA,17592295343427,Madison Parish School Board,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GRADY COUNTY SCHOOL DISTRICT,GA,17592296970309,Grady County School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DICKENSON COUNTY PUBLIC SCHOOLS,VA,17592297001807,Dickenson County Public Schools,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LELAND SCHOOL DISTRICT,MS,17592296980665,Leland School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
COFFEE COUNTY SCHOOL DISTRICT,GA,17592296970009,Coffee County School District,,True,False,False,0,0,13,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DESOTO ISD,TX,17592297178677,DeSoto ISD,,True,False,False,0,0,17,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ROCHESTER CITY SCHOOL DISTRICT,NY,17592297177359,Rochester City School District,,True,False,False,0,0,56,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SAINT LANDRY PARISH SCHOOL BOARD,LA,17592295353931,Saint Landry Parish School Board,,True,False,False,0,0,47,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
JACKSON PUBLIC SCHOOL DISTRICT,MS,17592296980622,Jackson Public School District,,True,False,False,0,0,58,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
COUNTRY CLUB HILLS SCHOOL DISTRICT 160,IL,17592297011636,Country Club Hills School District 160,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CHESTERFIELD COUNTY SCHOOL DISTRICT 01,SC,17592295342248,Chesterfield County School District 01,,True,False,False,0,0,16,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MARISSA COMMUNITY UNIT SCHOOL DISTRICT 40,IL,17592295323219,Marissa Community Unit School District 40,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BOULDER VALLEY SCHOOL DISTRICT NO. RE2,CO,17592296970627,Boulder Valley School District No. Re2,,True,False,False,0,0,58,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SALUDA COUNTY SCHOOL DISTRICT 01,SC,17592296949912,Saluda County School District 01,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WEST BOLIVAR CONSOLIDATED SCHOOL DISTRICT,MS,17592296980899,West Bolivar Consolidated School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RICHLAND SCHOOL DISTRICT,WA,17592295277035,Richland School District,,True,False,False,0,0,22,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HOWARD LAKE-WAVERLY-WINSTED,MN,17592296961210,Howard Lake-Waverly-Winsted,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EAST HARTFORD PUBLIC SCHOOLS,CT,17592295200343,East Hartford Public Schools,,True,False,False,0,0,14,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
JEFFERSON DAVIS COUNTY SCHOOL DISTRICT,MS,17592295223565,Jefferson Davis County School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
COLLEGIATE CHARTER SCHOOL OF LOWELL (DISTRICT),MA,17592296951117,Collegiate Charter School of Lowell (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MONTICELLO PUBLIC SCHOOL DISTRICT,MN,17592296961947,Monticello Public School District,,True,False,False,0,0,10,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
THOMASVILLE CITY SCHOOL DISTRICT,GA,17592296970944,Thomasville City School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BAKER COUNTY SCHOOL SYSTEM,GA,17592295367931,Baker County School System,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GAVIN SCHOOL DISTRICT 37,IL,17592297011730,Gavin School District 37,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GANANDA SCHOOL DISTRICT,NY,17592297177576,Gananda School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,NY,17592297011167,Central Square Central School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
USU STARS! GEAR UP,UT,17592295349973,USU STARS! GEAR UP,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SIERRA CITY SCHOOL DISTRICT,MN,17592297007407,Sierra City School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LEHIGH VALLEY ACADEMY REGIONAL CHARTER SCHOOL (DISTRICT),PA,17592295253700,Lehigh Valley Academy Regional Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
TUNICA COUNTY SCHOOL DISTRICT,MS,17592295261061,Tunica County School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PENNS VALLEY AREA SCHOOL DISTRICT,PA,17592296999308,Penns Valley Area School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK (DISTRICT),NY,17592296977964,Cultural Arts Academy Charter School at Spring Creek (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BROKEN ARROW PUBLIC SCHOOLS,OK,17592295254590,Broken Arrow Public Schools,,True,False,False,0,0,27,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CHICAGO PUBLIC SCHOOLS,IL,17592297178686,Chicago Public Schools,,True,False,False,0,0,25,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DIXIE COUNTY PUBLIC SCHOOLS,FL,17592297178411,Dixie County Public Schools,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CARMEL CENTRAL SCHOOL DISTRICT,NY,17592297177456,Carmel Central School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GADSDEN CITY SCHOOLS,AL,17592295304900,Gadsden City Schools,,True,False,False,0,0,15,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SOUTH PLAINFIELD SCHOOL DISTRICT,NJ,17592297178027,South Plainfield School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MAINE DEPARTMENT OF EDUCATION,ME,17592295224236,Maine Department of Education,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CHEROKEE SCHOOL DISTRICT 01,SC,17592296950294,Cherokee School District 01,,True,False,False,0,0,15,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MILFORD SCHOOL DISTRICT,DE,17592295248636,Milford School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
TATE COUNTY SCHOOL DISTRICT,MS,17592295349000,Tate County School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SOUTHBRIDGE PUBLIC SCHOOLS,MA,17592295325703,Southbridge Public Schools,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BELCHERTOWN PUBLIC SCHOOLS,MA,17592295267346,Belchertown Public Schools,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ST. LOUIS PUBLIC SCHOOLS,MO,17592295214877,St. Louis Public Schools,,True,False,False,0,0,74,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
COLQUITT COUNTY SCHOOL DISTRICT,GA,17592295270182,Colquitt County School District,,True,False,False,0,0,14,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MIAMI-DADE COUNTY PUBLIC SCHOOLS,FL,17592297178426,Miami-Dade County Public Schools,,True,False,False,0,0,547,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
FLORENCE UNIFIED SCHOOL DISTRICT,AZ,17592295288650,Florence Unified School District,,True,False,False,0,0,15,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
JOHNSON CITY SCHOOL DISTRICT,NY,17592297177150,Johnson City School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
FLINT CITY SCHOOL DISTRICT,MI,17592296973778,Flint City School District,,True,False,False,0,0,14,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NORTH ROCKLAND CENTRAL SCHOOL DISTRICT,NY,17592297178774,North Rockland Central School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NEW CASTLE COUNTY VOCATIONAL-TECHNICAL SCHOOL DISTRICT,DE,17592297013934,New Castle County Vocational-Technical School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LOCKPORT CITY SCHOOL DISTRICT,NY,17592297177371,Lockport City School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE III (DISTRICT),NY,17592295268475,New Visions Charter High School For Advanced Math And Science III (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MISSOULA COUNTY DISTRICT,MT,17592295287538,Missoula County District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WELD COUNTY SCHOOL DISTRICT NO. RE-1 GILCREST,CO,17592295338649,Weld County School District No. Re-1 Gilcrest,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
REGIONAL SCHOOL UNIT 22,ME,17592295367295,Regional School Unit 22,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
FOREST PARK SCHOOL DISTRICT 91,IL,17592297011718,Forest Park School District 91,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MATTESON ELEMENTARY SCHOOL DISTRICT 162,IL,17592295228931,Matteson Elementary School District 162,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RYE CITY SCHOOL DISTRICT,NY,17592297177638,Rye City School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WEST BATON ROUGE PARISH SCHOOL BOARD,LA,17592295380828,West Baton Rouge Parish School Board,,True,False,False,0,0,12,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MILLER COUNTY SCHOOL DISTRICT,GA,17592296969683,Miller County School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WASHINGTON ISLAND SCHOOL DISTRICT,WI,17592295338522,Washington Island School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HOLLANDALE SCHOOL DISTRICT,MS,17592295353656,Hollandale School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BERWYN NORTH SCHOOL DISTRICT 98,IL,17592295301533,Berwyn North School District 98,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BAY ST LOUIS WAVELAND SCHOOL DISTRICT,MS,17592296980429,Bay St Louis Waveland School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CALHOUN COUNTY SCHOOL DISTRICT,GA,17592296969898,Calhoun County School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ELMHURST SCHOOL DISTRICT 205,IL,17592297011695,Elmhurst School District 205,,True,False,False,0,0,13,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HACKENSACK SCHOOL DISTRICT,NJ,17592297177728,Hackensack School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
JORDAN-ELBRIDGE SCHOOL DISTRICT,NY,17592297177396,Jordan-Elbridge School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ADDISON CENTRAL SCHOOL DISTRICT,NY,17592297177534,Addison Central School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GEAR UP SOAR,KY,17592297178734,Gear Up Soar,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
INDIAN PRAIRIE COMMUNITY UNIT SCHOOL DISTRICT 204,IL,17592297011771,Indian Prairie Community Unit School District 204,,True,False,False,0,0,34,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GREENWOOD COUNTY SCHOOL DISTRICT 50,SC,17592295207945,Greenwood County School District 50,,True,False,False,0,0,15,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NORFOLK CITY PUBLIC SCHOOLS,VA,17592297178303,Norfolk City Public Schools,,True,False,False,0,0,51,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
TAHOLAH SCHOOL DISTRICT,WA,17592296991855,Taholah School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BEECHER COMMUNITY SCHOOL DISTRICT,MI,17592295337454,Beecher Community School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BLIND BROOK-RYE SCHOOL DISTRICT,NY,17592297177552,Blind Brook-Rye School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BERKSHIRE HILLS REGIONAL SCHOOL DISTRICT,MA,17592297010829,Berkshire Hills Regional School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ERICK PUBLIC SCHOOLS,OK,17592295204185,Erick Public Schools,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SCOTTSDALE UNIFIED DISTRICT,AZ,17592295256810,Scottsdale Unified District,,True,False,False,0,0,32,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CHEYENNE COUNTY SCHOOL DISTRICT NO. RE-5,CO,17592296970720,Cheyenne County School District No. Re-5,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PALCO UNIFIED SCHOOL DISTRICT 269,KS,17592296965146,Palco Unified School District 269,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
OPHEIM PUBLIC SCHOOLS,MT,17592295307889,Opheim Public Schools,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WASHINGTON UNIFIED SCHOOL DISTRICT (WEST SACRAMENTO),CA,17592297178498,Washington Unified School District (West Sacramento),,True,False,False,0,0,15,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LUMPKIN COUNTY SCHOOL DISTRICT,GA,17592296969630,Lumpkin County School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BALLSTON SPA SCHOOL DISTRICT,NY,17592297177487,Ballston Spa School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MALDEN PUBLIC SCHOOL,MA,17592295372688,Malden Public School,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
TELRA INSTITUTE (DISTRICT),NC,17592296985601,Telra Institute (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BILLINGS PUBLIC SCHOOLS,MT,17592295284746,Billings Public Schools,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SPARTA COMMUNITY UNIT SCHOOL DISTRICT 140,IL,17592296963445,Sparta Community Unit School District 140,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HUDSON FALLS SCHOOL DISTRICT,NY,17592246338236,Hudson Falls School District,,True,False,False,0,0,1,242,0,4,0,Non-canonical pattern -- needs manual review to determine correct merge target
HUDSON FALLS SCHOOL DISTRICT,NY,17592297177595,Hudson Falls School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ROSELLE BOROUGH SCHOOL DISTRICT,NJ,17592297178241,Roselle Borough School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ROCKETSHIP SOUTHSIDE COMMUNITY PREPARATORY (DISTRICT),WI,17592295213183,Rocketship Southside Community Preparatory (District),,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CASSOPOLIS PUBLIC SCHOOLS,MI,17592295315944,Cassopolis Public Schools,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MONTICELLO SCHOOL DISTRICT,NY,17592297177611,Monticello School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WILTON PUBLIC SCHOOL DISTRICT,CT,17592295292034,Wilton Public School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MORRIS-UNION JOINTURE COMMISSION SCHOOL DISTRICT,NJ,17592297178236,Morris-Union Jointure Commission School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RICHMOND COUNTY SCHOOL DISTRICT,GA,17592295209766,Richmond County School District,,True,False,False,0,0,55,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
APPOQUINIMINK SCHOOL DISTRICT,DE,17592297013912,Appoquinimink School District,,True,False,False,0,0,20,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EAST BATON ROUGE SCHOOL DISTRICT,LA,17592295338031,East Baton Rouge School District,,True,False,False,0,0,89,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,NY,17592297177174,Cassadaga Valley Central School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GLADES COUNTY PUBLIC SCHOOLS,FL,17592297178417,Glades County Public Schools,,True,False,False,0,0,10,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MT BLUE REGIONAL SCHOOL DISTRICT REGIONAL SCHOOL UNIT 09,ME,17592295296745,Mt Blue Regional School District Regional School Unit 09,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
THOMASTON-UPSON COUNTY SCHOOL DISTRICT,GA,17592295256255,Thomaston-Upson County School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LONGMEADOW PUBLIC SCHOOLS,MA,17592295257079,Longmeadow Public Schools,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LIVINGSTON PUBLIC SCHOOLS,MT,17592295189367,Livingston Public Schools,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
VASSALBORO SCHOOL DEPARTMENT,ME,17592296954556,Vassalboro School Department,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WAYNE-FINGER LAKES BOCES,NY,17592295270915,Wayne-Finger Lakes Boces,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
VALDOSTA CITY SCHOOL DISTRICT,GA,17592296969716,Valdosta City School District,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
YORK SCHOOL DEPARTMENT,ME,17592295203649,York School Department,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CHELSEA PUBLIC SCHOOLS,MA,17592296950191,Chelsea Public Schools,,True,False,False,0,0,11,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PUTNAM COUNTY SCHOOL DISTRICT,GA,17592296970642,Putnam County School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MASCONOMET REGIONAL SCHOOL DISTRICT,MA,17592295351248,Masconomet Regional School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PITTSBURG UNIFIED SCHOOL DISTRICT 250,KS,17592296966373,Pittsburg Unified School District 250,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MOUNTAIN EDUCATION CENTER (DISTRICT),GA,17592296970837,Mountain Education Center (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WESTON SCHOOL DISTRICT,CT,17592295197819,Weston School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SOUTHWEST GEORGIA S.T.E.M. CHARTER (DISTRICT),GA,17592297007029,Southwest Georgia S.T.E.M. Charter (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HAMILTON-WENHAM REGIONAL SCHOOL DISTRICT,MA,17592295234605,Hamilton-Wenham Regional School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PAISLEY SCHOOL DISTRICT 11,OR,17592295278594,Paisley School District 11,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WISCONSIN DEPTARTMENT OF CORRECTIONS,WI,17592295337271,Wisconsin Deptartment of Corrections,,True,False,False,0,0,33,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DYSART UNIFIED SCHOOL DISTRICT,AZ,17592295339140,Dysart Unified School District,,True,False,False,0,0,27,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DOUGLAS COUNTY SCHOOLS,GA,17592296970190,Douglas County Schools,,True,False,False,0,0,36,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MISSISSIPPI ACHIEVEMENT SCHOOL DISTRICT,MS,17592295340635,Mississippi Achievement School District,,True,False,False,0,0,10,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BERLIN-BOYLSTON REGIONAL SCHOOL DISTRICT,MA,17592295282968,Berlin-Boylston Regional School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DORCHESTER COUNTY SCHOOL DISTRICT 04,SC,17592296949555,Dorchester County School District 04,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EDGEFIELD COUNTY SCHOOL DISTRICT,SC,17592296973372,Edgefield County School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DUNDEE CENTRAL SCHOOL DISTRICT,NY,17592297177566,Dundee Central School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HAMILTON COUNTY SCHOOL DISTRICT,FL,17592297178418,Hamilton County School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NORTH ADAMS PUBLIC SCHOOLS,MA,17592295282774,North Adams Public Schools,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WATERTOWN PUBLIC SCHOOLS,MA,17592295247020,Watertown Public Schools,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BEAUFORT COUNTY SCHOOLS 01,SC,17592295375416,Beaufort County Schools 01,,True,False,False,0,0,34,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
FERGUSON-FLORISSANT R-II SCHOOL DISTRICT,MO,17592296954362,Ferguson-Florissant R-II School District,,True,False,False,0,0,23,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MARSHFIELD PUBLIC SCHOOLS,MA,17592296981099,Marshfield Public Schools,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HARVEY SCHOOL DISTRICT 152,IL,17592295272438,Harvey School District 152,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LITCHFIELD COMMUNITY UNIT SCHOOL DISTRICT 12,IL,17592295354782,Litchfield Community Unit School District 12,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GRIFFIN-SPALDING COUNTY SCHOOLS,GA,17592295288964,Griffin-Spalding County Schools,,True,False,False,0,0,19,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SPENCER-EAST BROOKFIELD REGIONAL SCHOOL DISTRICT,MA,17592295234011,Spencer-East Brookfield Regional School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CLINTONDALE COMMUNITY SCHOOLS,MI,17592295342794,Clintondale Community Schools,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RAPELJE ELEMENTARY DISTRICT,MT,17592295288290,Rapelje Elementary District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GIRARD SCHOOL DISTRICT,PA,17592295295505,Girard School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PARAMUS SCHOOL DISTRICT,NJ,17592297177752,Paramus School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WINSLOW TOWNSHIP SCHOOL DISTRICT,NJ,17592297177859,Winslow Township School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DAWSON COUNTY SCHOOL DISTRICT,GA,17592296970118,Dawson County School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SUMTER COUNTY SCHOOL DISTRICT,GA,17592295210303,Sumter County School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SALAMANCA CITY SCHOOL DISTRICT,NY,17592297177166,Salamanca City School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MAMMOTH-SAN MANUEL UNIFIED DISTRICT,AZ,17592295216318,Mammoth-San Manuel Unified District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
KENMORE-TONAWANDA SCHOOL DISTRICT,NY,17592297177257,Kenmore-Tonawanda School District,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CENTERVILLE COMMUNITY SCHOOL DISTRICT,IA,17592295250562,Centerville Community School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GLOVERSVILLE ENLARGED SCHOOL DISTRICT,NY,17592297177282,Gloversville Enlarged School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
